"GID","SYMBOL","GENENAME"
106899070,"LOC106899070","butyrophilin subfamily 3 member A3-like"
106899071,"LOC106899071","DNA-directed RNA polymerase II subunit RPB1"
106899072,"LOC106899072","uncharacterized LOC106899072"
106899076,"LOC106899076","nucleolysin TIA-1 isoform p40-like"
106899077,"LOC106899077","prenylcysteine oxidase-like"
106899080,"LOC106899080","spectrin beta chain, non-erythrocytic 2-like"
106899081,"LOC106899081","RNA-binding protein 4B-like"
106899085,"LOC106899085","protein VAC14 homolog"
106899086,"LOC106899086","protein VAC14 homolog"
106899094,"LOC106899094","chymotrypsinogen B-like"
106899095,"LOC106899095","11-cis retinol dehydrogenase-like"
106899104,"LOC106899104","filamin-interacting protein FAM101A"
106899105,"LOC106899105","tetraspanin-3-like"
106899107,"LOC106899107","uncharacterized LOC106899107"
106899111,"LOC106899111","netrin receptor DCC-like"
106899118,"LOC106899118","uncharacterized LOC106899118"
106899119,"LOC106899119","uncharacterized LOC106899119"
106899120,"LOC106899120","uncharacterized LOC106899120"
106899124,"LOC106899124","60S ribosomal protein L17"
106899125,"LOC106899125","chromosome unknown open reading frame, human C18orf32"
106899126,"LOC106899126","uncharacterized LOC106899126"
106899127,"LOC106899127","uncharacterized LOC106899127"
106899136,"LOC106899136","selenium-binding protein 1-like"
106899137,"LOC106899137","selenium-binding protein 1-like"
106899138,"LOC106899138","selenium-binding protein 1-A-like"
106899142,"LOC106899142","disintegrin and metalloproteinase domain-containing protein 9-like"
106899144,"LOC106899144","sodium channel modifier 1-like"
106899145,"LOC106899145","semaphorin-6C-like"
106899146,"LOC106899146","protein AF1q-like"
106899148,"LOC106899148","histone-lysine N-methyltransferase SETDB1-like"
106899156,"LOC106899156","selenium-binding protein 1-A-like"
106899160,"LOC106899160","selenium-binding protein 1-like"
106899162,"LOC106899162","histone-lysine N-methyltransferase SETDB1-like"
106899164,"LOC106899164","protein AF1q-like"
106899166,"LOC106899166","protein lifeguard 1-like"
106899168,"LOC106899168","unconventional myosin-Id-like"
106899169,"LOC106899169","integrin alpha-IIb-like"
106899170,"LOC106899170","integrin alpha-IIb-like"
106899174,"LOC106899174","maltase-glucoamylase, intestinal-like"
106899175,"LOC106899175","serine/threonine-protein kinase MARK2-like"
106899177,"LOC106899177","uncharacterized LOC106899177"
106899178,"LOC106899178","T-box-containing protein TBX6L"
106899180,"LOC106899180","neuronal acetylcholine receptor subunit alpha-2"
106899183,"LOC106899183","inositol 1,4,5-trisphosphate receptor-interacting protein-like 1"
106899186,"LOC106899186","nucleolysin TIA-1 isoform p40-like"
106899210,"LOC106899210","myosin-7-like"
106899216,"LOC106899216","transcription factor RelB homolog"
106899222,"LOC106899222","tectonic-1-like"
106899228,"LOC106899228","vacuolar protein sorting-associated protein 33A"
106899229,"LOC106899229","chymotrypsin-like elastase family member 3B"
106899230,"LOC106899230","probable ATP-dependent RNA helicase DDX56"
106899231,"LOC106899231","uncharacterized LOC106899231"
106899232,"LOC106899232","uncharacterized LOC106899232"
106899241,"LOC106899241","cytochrome P450 1A4-like"
106899242,"LOC106899242","cytochrome P450 1A5-like"
106899244,"LOC106899244","voltage-dependent L-type calcium channel subunit alpha-1F-like"
106899245,"LOC106899245","uncharacterized LOC106899245"
106899246,"LOC106899246","MORN repeat-containing protein 3-like"
106899247,"LOC106899247","scavenger receptor cysteine-rich type 1 protein M130-like"
106899248,"LOC106899248","cationic trypsin-3-like"
106899249,"LOC106899249","T-cell receptor beta chain V region C5-like"
106899250,"LOC106899250","T-cell receptor beta-1 chain C region-like"
106899251,"LOC106899251","T-cell receptor beta chain V region C5-like"
106899252,"LOC106899252","olfactory receptor 14A16-like"
106899253,"LOC106899253","olfactory receptor 14C36-like"
106899254,"LOC106899254","C-type lectin domain family 2 member B-like"
106899255,"LOC106899255","C-type lectin domain family 2 member B-like"
106899256,"LOC106899256","uncharacterized LOC106899256"
106899259,"LOC106899259","tubulin alpha-3 chain-like"
106899264,"LOC106899264","calmodulin, striated muscle"
106899268,"LOC106899268","tubulin alpha-3 chain"
106899270,"LOC106899270","collagen alpha-1(VII) chain-like"
106899272,"LOC106899272","leucine zipper protein 2-like"
106899274,"LOC106899274","E3 ubiquitin-protein ligase HUWE1-like"
106899275,"LOC106899275","E3 ubiquitin-protein ligase HUWE1-like"
106899276,"LOC106899276","uncharacterized LOC106899276"
106899277,"LOC106899277","cryptochrome-2-like"
106899280,"LOC106899280","transmembrane protein 132C-like"
106899284,"LOC106899284","protein C-ets-2"
106899286,"LOC106899286","etoposide-induced protein 2.4 homolog"
106899290,"LOC106899290","E1A-binding protein p400-like"
106899293,"LOC106899293","transforming protein p68/c-ets-1"
106899296,"LOC106899296","uncharacterized LOC106899296"
106899298,"LOC106899298","E1A-binding protein p400-like"
106899306,"LOC106899306","E1A-binding protein p400-like"
106899316,"LOC106899316","macrophage migration inhibitory factor-like"
106899319,"LOC106899319","etoposide-induced protein 2.4 homolog"
106899321,"LOC106899321","bone morphogenetic protein 1-like"
106899322,"LOC106899322","glutathione S-transferase theta-1-like"
106899323,"LOC106899323","pulmonary surfactant-associated protein C-like"
106899324,"LOC106899324","leucine-rich repeat LGI family member 3-like"
106899325,"LOC106899325","leucine-rich repeat LGI family member 3-like"
106899326,"LOC106899326","receptor expression-enhancing protein 4-like"
106899338,"LOC106899338","calmodulin-A"
106899339,"LOC106899339","calmodulin-A"
106899340,"LOC106899340","uncharacterized LOC106899340"
106899344,"LOC106899344","uncharacterized LOC106899344"
106899345,"LOC106899345","collagen alpha-1(V) chain-like"
106899350,"LOC106899350","zinc finger protein 692-like"
106899351,"LOC106899351","zinc finger protein 883-like"
106899353,"LOC106899353","E3 ubiquitin-protein ligase TRIM39-like"
106899354,"LOC106899354","uncharacterized LOC106899354"
106899355,"LOC106899355","acrosin-like"
106899356,"LOC106899356","proline-rich receptor-like protein kinase PERK1"
106899357,"LOC106899357","uncharacterized LOC106899357"
106899358,"LOC106899358","uncharacterized LOC106899358"
106899366,"LOC106899366","uncharacterized LOC106899366"
106899367,"LOC106899367","outer dense fiber protein 3-like"
106899370,"LOC106899370","retinoblastoma-like protein 1"
106899381,"LOC106899381","arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2-like"
106899382,"LOC106899382","CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2-like"
106899387,"LOC106899387","retinoblastoma-like protein 1"
106899389,"LOC106899389","rho GTPase-activating protein 39-like"
106899391,"LOC106899391","fer-1-like protein 4"
106899392,"LOC106899392","2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial-like"
106899393,"LOC106899393","2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial-like"
106899395,"LOC106899395","inter-alpha-trypsin inhibitor heavy chain H3-like"
106899402,"LOC106899402","putative phospholipase B-like 2"
106899403,"LOC106899403","mothers against decapentaplegic homolog 6-like"
106899409,"LOC106899409","glucosylceramidase-like"
106899426,"LOC106899426","progestin and adipoQ receptor family member 6-like"
106899427,"LOC106899427","polyamine-modulated factor 1-like"
106899436,"LOC106899436","translation initiation factor IF-2-like"
106899438,"LOC106899438","death-associated protein kinase 2-like"
106899439,"LOC106899439","insulin-like growth factor 1 receptor"
106899442,"LOC106899442","ras-related protein Rab-11A-like"
106899445,"LOC106899445","dnaJ homolog subfamily A member 1-like"
106899454,"LOC106899454","uncharacterized LOC106899454"
106899457,"LOC106899457","progestin and adipoQ receptor family member 6-like"
106899460,"LOC106899460","macrophage migration inhibitory factor"
106899466,"LOC106899466","glucosylceramidase-like"
106899476,"LOC106899476","sodium/glucose cotransporter 1-like"
106899477,"LOC106899477","GON-4-like protein"
106899478,"LOC106899478","uncharacterized LOC106899478"
106899489,"LOC106899489","uncharacterized LOC106899489"
106899497,"LOC106899497","uncharacterized LOC106899497"
106899500,"LOC106899500","uncharacterized LOC106899500"
106899501,"LOC106899501","liprin-alpha-3-like"
106899502,"LOC106899502","EF-hand and coiled-coil domain-containing protein 1-like"
106899503,"LOC106899503","uncharacterized LOC106899503"
106899505,"LOC106899505","cat eye syndrome critical region protein 5-like"
106899506,"LOC106899506","ras-related protein Rab-43-like"
106899507,"LOC106899507","EF-hand and coiled-coil domain-containing protein 1-like"
106899508,"LOC106899508","uncharacterized protein KIAA1257-like"
106899509,"LOC106899509","uncharacterized LOC106899509"
106899511,"LOC106899511","uncharacterized LOC106899511"
106899512,"LOC106899512","gap junction delta-2 protein-like"
106899513,"LOC106899513","uncharacterized LOC106899513"
106899514,"LOC106899514","butyrophilin subfamily 2 member A1-like"
106899515,"LOC106899515","integrin alpha-M-like"
106899516,"LOC106899516","uncharacterized LOC106899516"
106899517,"LOC106899517","tripartite motif-containing protein 15-like"
106899518,"LOC106899518","butyrophilin subfamily 3 member A2-like"
106899519,"LOC106899519","butyrophilin-like protein 2"
106899520,"LOC106899520","butyrophilin subfamily 3 member A2-like"
106899521,"LOC106899521","C-type lectin domain family 2 member G-like"
106899523,"LOC106899523","non-receptor tyrosine-protein kinase TYK2-like"
106899525,"LOC106899525","intercellular adhesion molecule 5-like"
106899528,"LOC106899528","death domain-associated protein 6-like"
106899529,"LOC106899529","tapasin-like"
106899530,"LOC106899530","histone-lysine N-methyltransferase 2B-like"
106899532,"LOC106899532","histone-lysine N-methyltransferase 2B-like"
106899533,"LOC106899533","FTS and Hook-interacting protein-like"
106899534,"LOC106899534","RAC-beta serine/threonine-protein kinase-like"
106899536,"LOC106899536","mothers against decapentaplegic homolog 4-like"
106899537,"LOC106899537","glycine-rich cell wall structural protein-like"
106899538,"LOC106899538","cornifin alpha-like"
106899539,"LOC106899539","scale keratin-like"
106899540,"LOC106899540","feather keratin B-4-like"
106899542,"LOC106899542","keratin, type I cytoskeletal 9-like"
106899543,"LOC106899543","scale keratin-like"
106899544,"LOC106899544","scale keratin-like"
106899545,"LOC106899545","scale keratin-like"
106899546,"LOC106899546","scale keratin-like"
106899547,"LOC106899547","scale keratin-like"
106899548,"LOC106899548","scale keratin-like"
106899549,"LOC106899549","scale keratin-like"
106899550,"LOC106899550","scale keratin-like"
106899551,"LOC106899551","protein S100-A4-like"
106899553,"LOC106899553","protein S100-A4-like"
106899554,"LOC106899554","uncharacterized LOC106899554"
106899555,"LOC106899555","protein MRP-126-like"
106899556,"LOC106899556","feather beta keratin"
106899558,"LOC106899558","feather beta keratin-like"
106899559,"LOC106899559","feather beta keratin-like"
106899560,"LOC106899560","feather beta keratin-like"
106899561,"LOC106899561","feather beta keratin-like"
106899562,"LOC106899562","feather beta keratin-like"
106899564,"LOC106899564","probable peroxisomal membrane protein PEX13"
106899565,"LOC106899565","uncharacterized LOC106899565"
106899566,"LOC106899566","feather keratin 1-like"
106899567,"LOC106899567","keratin-associated protein 20-1-like"
106899568,"LOC106899568","cytochrome c oxidase subunit 6A1, mitochondrial"
106899569,"LOC106899569","uncharacterized LOC106899569"
106899570,"LOC106899570","keratin-associated protein 20-1-like"
106899571,"LOC106899571","claw keratin-like"
106899572,"LOC106899572","claw keratin-like"
106899573,"LOC106899573","claw keratin-like"
106899574,"LOC106899574","claw keratin-like"
106899575,"LOC106899575","claw keratin-like"
106899576,"LOC106899576","claw keratin-like"
106899577,"LOC106899577","claw keratin-like"
106899578,"LOC106899578","claw keratin-like"
106899580,"LOC106899580","claw keratin-like"
106899581,"LOC106899581","claw keratin-like"
106899582,"LOC106899582","feather keratin 4-like"
106899583,"LOC106899583","feather keratin 4-like"
106899584,"LOC106899584","protein S100-A12-like"
106899585,"LOC106899585","loricrin-like"
106899586,"LOC106899586","loricrin-like"
106899587,"LOC106899587","protein S100-A7-like"
106899589,"LOC106899589","late cornified envelope-like proline-rich protein 1"
106899590,"LOC106899590","loricrin-like"
106899591,"LOC106899591","feather beta keratin-like"
106899592,"LOC106899592","proline-rich protein 4-like"
106899597,"LOC106899597","feather beta keratin"
106899598,"LOC106899598","feather beta keratin-like"
106899599,"LOC106899599","feather beta keratin-like"
106899600,"LOC106899600","feather beta keratin-like"
106899601,"LOC106899601","feather beta keratin-like"
106899604,"LOC106899604","DNA-directed RNA polymerase II subunit RPB1-like"
106899605,"LOC106899605","translational activator of cytochrome c oxidase 1"
106899606,"LOC106899606","uncharacterized LOC106899606"
106899609,"LOC106899609","zinc finger protein 239-like"
106899612,"LOC106899612","solute carrier family 2, facilitated glucose transporter member 11-like"
106899614,"LOC106899614","dentin matrix acidic phosphoprotein 1-like"
106899618,"LOC106899618","uncharacterized LOC106899618"
106899619,"LOC106899619","Schwann cell myelin protein-like"
106899620,"LOC106899620","Ig kappa chain V region BS-1-like"
106899621,"LOC106899621","uncharacterized LOC106899621"
106899622,"LOC106899622","Ig kappa chain V-III region Ti-like"
106899623,"LOC106899623","solute carrier family 2, facilitated glucose transporter member 11-like"
106899624,"LOC106899624","filamin-C-like"
106899627,"LOC106899627","uncharacterized LOC106899627"
106899628,"LOC106899628","synaptonemal complex central element protein 2-like"
106899629,"LOC106899629","glutaryl-CoA dehydrogenase, mitochondrial-like"
106899630,"LOC106899630","glutaryl-CoA dehydrogenase, mitochondrial-like"
106899632,"LOC106899632","uncharacterized LOC106899632"
106899633,"LOC106899633","EVI5-like protein"
106899634,"LOC106899634","Ig mu chain C region-like"
106899638,"LOC106899638","uncharacterized LOC106899638"
106899643,"LOC106899643","tripeptidyl-peptidase 1-like"
106899644,"LOC106899644","tripeptidyl-peptidase 1-like"
106899647,"LOC106899647","F-box/WD repeat-containing protein 7-like"
106899651,"LOC106899651","uncharacterized LOC106899651"
106899652,"LOC106899652","DNA-(apurinic or apyrimidinic site) lyase-like"
106899653,"LOC106899653","feather keratin 1-like"
106899654,"LOC106899654","feather keratin Cos1-1/Cos1-3/Cos2-1-like"
106899655,"LOC106899655","feather keratin Cos1-1/Cos1-3/Cos2-1-like"
106899656,"LOC106899656","feather keratin Cos1-1/Cos1-3/Cos2-1-like"
106899657,"LOC106899657","butyrophilin subfamily 1 member A1-like"
106899658,"LOC106899658","thaicobrin-like"
106899659,"LOC106899659","N-alpha-acetyltransferase 25, NatB auxiliary subunit-like"
106899660,"LOC106899660","butyrophilin subfamily 3 member A2-like"
106899661,"LOC106899661","butyrophilin subfamily 2 member A2-like"
106899662,"LOC106899662","uncharacterized LOC106899662"
106899665,"LOC106899665","glutamate receptor ionotropic, NMDA 2D-like"
106899666,"LOC106899666","cadherin EGF LAG seven-pass G-type receptor 2-like"
106899667,"LOC106899667","olfactory receptor 14J1-like"
106899668,"LOC106899668","olfactory receptor 5F1-like"
106899670,"LOC106899670","olfactory receptor 14A16-like"
106899671,"LOC106899671","uncharacterized LOC106899671"
106899672,"LOC106899672","Ig heavy chain V-III region 23-like"
106899673,"LOC106899673","Ig heavy chain V-III region 23-like"
106899674,"LOC106899674","Ig heavy chain V region 914-like"
106899675,"LOC106899675","Ig heavy chain V-III region 23-like"
106899676,"LOC106899676","Ig heavy chain V region 914-like"
106899677,"LOC106899677","Ig mu chain C region-like"
